text,label
bansos kemarin,neutral
ruwet bantu,negative
bantu beda rekening biaya admin,negative
terimakasih mudah,positive
mudah banget transaksi,positive
hari tidak,negative
ff,neutral
sulit verifikasi susah banget ktp sampai muka gagal terus hari hasil uninstall menyesal,negative
ku,neutral
hemat,positive
mohon mengirim daget,neutral
kecewa lihat mana langgan tukar handphone susah maaf hapus akun terima kasih kerjasama,positive
heran malam diaktifin ulang akun sudah beku telepon svc tidak pulsa potong maksudnya ditelepon diaktifin ulang akun saya hadeh,negative
caribenar jangan mencari tambah proteksiotomatis checklistharus hati bayar apa beres,negative
mi allah belum masuk akun allah saya sumpah tidak pakai,positive
isi saldo alfamart saldo masuk handphone dan mohon erti min,positive
cepat aplikasi mantap,positive
kurang bagus menurut kadang lemot soalnya,negative
melupakan sandi lodiang terus,neutral
urus jadi mudah,positive
pakai daftar pakai ktp pakai kakak lolos kayak dapat bantu blt,negative
sudah hubung servis nyaaa tetap susah saldo hhabis ludes pokok nyaaa tidak anjur banget tolong kembali simpenan hhabis ludes ken ubah gagal gagal coba gagal sudah tolong nyaaa mudah sulit tolong dong,negative
kecewa dari kemarin tidak transaksi nrima transfer tidak padhal hasil transfer tidak baik aplikasi biar guna mudah tidak ribet kalau daftar tidak ktp kadang ktpfoto tidak buram rusak,negative
lihat komen takut hilang pindah rekening lumayan pakai bahaya,negative
dipujipuji satusatunya dompetramah guna buat waswas saya beli kuota handphone pas bayar memasuki bayar gagal saya beli pulsa handphone saya coba kalau masih pakai lagi saya uninstal kalau mudah murah lagi seperti bintang saya jadi pakai,negative
lemot gagal foto ktp sesuai hubung jugarespon proses gagal,negative
lemot rusak mengirim hasil cek rekening tidak masuk,negative
sudah menambah sekarang lagilumayan padahal sudah pakai banget alih,negative
bagusuntuk elektronik segeara perbnyak propaider,neutral
buruk layan bantu tangan customerdari sampai tanggap seriusini coreng nama iniapalagi naung indonesia layan sesuai nama nyajika ganti rugi bantu temu identitas laku buat belit belit,negative
butuh lagi muterin bos,negative
bentar buka puasa,neutral
saja betah pakai,negative
aman bagus akun nak bekuk buka saldo hilang lapor saldo hhilang bekuk hahaha lucu gkusah kelen unduh emosi lihat layan,positive
terus,neutral
biaya transfre sekarang,neutral
buriqq tidak bisa buka forclose buka langsung unduh tidak bisa buka uninstal diunduh sampai tidak bisa coba hapus hapus begitu sampah parah,negative
veryfikasibselalu gagal tolong baik,negative
maaf kkknp sudah saya donload tapi gkbisa buka,negative
rf,neutral
hadeh akun benerin saldo situ tolong tingkat hadeh ampas ampas,negative
manfaat pribadi usaha kecilkecilan jenis ppob sukses,neutral
mendwnol,neutral
bantu praktis transaksi,positive
enggak dwonlodadasalah kah,negative
lambat banyak errornya transfer sampai belum babi,negative
aplikasi bagus kurang cuman tidak cetak kartu cetak kartu,negative
bagus bantu simpan mudah,negative
cepat bantu,negative
inggin sukses,positive
tolong bantu sayasya gagal apgret,negative
kasih dahulu paylater aktip akun sayabaru bintang lagi,negative
guna transaksi admin banktapi akhirakhir nge sulit bukatolong baik guna nyaman buka maka transaksi punsekian,positive
tidak kirim,negative
tidak tidak kirim otp,negative
baik mudah transaksi,positive
nyaman guna,positive
tolong semenjak kewat arah bayar muncull kalau isi pulsa ghabisaa tolong dong plissss banget,negative
cepat akurat,neutral
pakaikirim hmm,negative
etmeasa eaeea eae eyeaa eae eya,neutral
efektif,positive
sekarang tidak pakai tidak csnya susah hubung telepon terus dah balik pakai,negative
ok muas,positive
eror mengunakan pakai,negative
diheck,neutral
ktp,neutral
layan jelek jarang buka buka padahal,negative
tidak coba gagal senter tidak respon,negative
tabung bantu transfer mudah trimakasih danaai,positive
saldo emoney terang hasil saldo masuk kala lapor solusi baik detik henti ikhlas saldo masuk biar urus atas,positive
keluh lancar jaya,positive
saldo hilang,positive
masuk akun,neutral
mantap pokok simpel enggak ribet,positive
tolong tolong cepat proses aduh cepat saldo tolong butuh beli anak,negative
kerenkirim ambil jadi mudah,negative
aplikasi muas,positive
terimakasih mohon jaga kerja sukses,positive
saldo kurang karena transaksi lakukantidak laku buruk rugi,negative
susah banget ganggu tolong benerin,negative
isi saldo shoopepay ovo,negative
mudah transaksi mana terimakasih,positive
bantu saya saya,negative
tidak upgred kena verifikasi,negative
hati hati tipu sekarang mengatasnamakn kusut,negative
proses kirim cepatcuman tolong tingkat proses kalau suka batalkangak menunggu,positive
mantap bantu sukses,positive
kirim kena bayar hahaha malas pakai,negative
lalemot heng heng,neutral
mohon maaf sistem tampil halaman coba isi saldo pesan mohon baik terima kasih perhati,negative
mantappppp,neutral
beli listrik gagal hasil tolong saldo juga kurang,negative
kecewa banget saldo tanggal sampai sekarang masuk respon tolong kembali,negative
jelek beli pulsa gagal embel sistem sibuk sinyal bagus lancar baik kasih bintang karena baik,negative
saldo realtime refres akurat,positive
updatetan tarik tarikterimakasih,positive
ribet foto kakak foto ktp selfi foto tanah menyesal buang kuota unduh,negative
sangatt bantu akuumakasihhsmoga lancar terus berkembanggjangan updatean,positive
gody,neutral
aplikasi tolol,negative
saldo menambah,positive
lancar bagus,neutral
alangkah baiknua surprize hapus seringkali zonk,negative
aplikasi sulit transper arah masuk alhamdulillah sudah,negative
dompet cangih,neutral
praktik,neutral
kenap ganti bantu kksahrul lajang,negative
banyak tidak tidak jaring bagus,negative
muanteb,neutral
mangkin mangkin tidak ajg saya sudah pencet lupa kendala jaring saya bagus cok lu ajg,negative
transfer cepat bayar mudah,positive
banget kalau pas masuk buka selalu masuk sebell,positive
masuk izin kelola panggil telefon tolak izin,negative
lemot sumpah,negative
assallamu allaikum,neutral
goooddd,neutral
bantu proses transaksi jarak,positive
transaksi tangan cs dm ig direspon respon nomer admin kasih admin masuk terang suruh memasuki nomer dapat otp ambil akun solusi tutup mata hhh,negative
nyaa nyaa bagus,negative
semoga pinjam mudah butuh ekonomi,negative
memudahkany,neutral
keluh saldo hilang sudah tanggap uninstall,positive
unduh tidak hilang transaksi tidak transaksi hubung cs respon,negative
sekarang admin tidak recomendasi,negative
hilang uangggg autoo unistall,negative
kurang bintang sih bagus kendala cuman ojk ragu simpan,negative
suka tersendat,positive
capek capek ngumpulin lencana hadiah claimapk busuk,negative
kacau ganggu,negative
ok banget mudah transaksi,positive
nama qiyqn,neutral
mantap betullll,positive
sistem sibukkkk,negative
verifikasi gagal mpas,negative
bantu iniuntuk kasih,neutral
sngat bagus transaksi,negative
bagus mati lmpu,negative
plissla biaya admin tanggung kirim terima biarpun nilai admin terima biaya admin tanggung terima,positive
apa ku hilang kntl,negative
muantap,neutral
senang karena bagus banget tidak ribet,negative
aplikasi tarik pas masuk menulis tidak bisa terus saya lupa banget nungguinnya tidak lupa tolong baik,negative
aplikasi sangat bantu transaksiberhasilke transaksikembali saldo yuk,negative
bagus bos mudah transaksi potong,positive
tidak bisa,negative
ayo bos respon email kirim email ganti nomer hilang hapal saldo ganti nomer kirim email tidak kayakk memasuki nomerhapal tolong mudah kayakk,positive
sampah sistem sampah,negative
bagus transaksi biaya gampang,positive
saya unduh tidak teman saya,negative
mantap pakai,positive
susah baik sistem,negative
jenius,neutral
transaksi otomatis langgan konfirmasi google,positive
terimakasiku pt espay indonesiatransaksiku lancar jayatop banget,positive
kecewa hilang cari jalan baik denganaku isi dengan nilahilang danay,negative
kenapa dah saldo pemberitahuan handphone rotpadahal handphone tidak rotsolusinya gmnterus tuduh handphone jahat digitalfitnah,negative
baja akun,neutral
inves emas jual saldo emas danapercuma solusi,positive
redflag,neutral
biaya administrasi mahal,positive
beli kuota bayar pakai suruh masuk tapi tidak suruh masuk mengapai,negative
suka bagt,positive
tipu hilang kembali,negative
bantu transaksi online,positive
goblog setan,negative
pakai tidak bagus transfer bebas admin biaya admin,negative
bagus bh,negative
kadang transaksi,positive
komplain email belum balas lagi,negative
bagus banget sudah cakap,negative
untuk slma transfer brjaln mulus makin kasih bintang semoga dpan ok dan lncar,positive
ngrasa rugi beli kuota tolong baik ulangverifikasi wajah susah pakai qris publik bagus,negative
buruk jadi bobol saldo respon apa,negative
mantap muas,positive
kerja kuli,neutral
tetap gagal akun,negative
bobrok pokok,negative
bintang transaksi gagal usaha cs kirim email balas bohong komplain akun inti hati hati waspada keluh kembang tipu bukti respon bukti screnshoot transaksi gagal nyata asli bintang,negative
banget jelek layan cs email balas,negative
lupasaya keceway,neutral
manatap,neutral
potong tidak dipakai,negative
aman simpan transaksi uang tidak sampai tuju uninstall menyesal,negative
kenapa ya masuk akun nomor daftar nama gunadaftar handphone saya mohon bantu,negative
susah transfer,negative
saya kasih bintang susah masuk tidak bking hhabis saya uninstall tolong saya hapus mkasih,negative
halo tolong ketat sistym aman karena tanggal bobol saldo ribu pulsa ribu padahal transaksi membbol tolong hati hati,negative
lumayan bagus trimakasi,negative
lupa pasword bantu,negative
bagus banget mudah kitalebih tingkat lagia oi,positive
tidak profesional aduh tidakserius tanggap isi saldo terpotongtapi saldo isi tanggal sampai sekarang proses hubungin ana email tidak tanggap serius balikin,negative
daftar susah banget bisa terus,negative
babi anjig saldo saya lu sedot konfirmasi sayahabis saldo saya jagan pakai sudah ng aman ambil sedot lu ajajagan pernah pakai saya saraning ovo aman,negative
dasar tukang ambil saldo saldo,negative
lambat ih singkronisasinya lamaaaa banget sinyal bagus lamaaaa baik,positive
aman gunabobol kalau bobol hnga maslaah anggap guna sedekah kalau bobol juta sudah aman,negative
nyaman pakai kendala alamat pakai,positive
parahhh sekali akun danaa masuk aneh admin sombong tanggap lebar duh saldo lumayantolong coba bantu biar rubah rattingnya biar nama jelek mata guna,negative
inibkenapa lagibuat beli listrik tidak pilih lai ltidak buka diamon tidak bisaapalah,negative
masuk mohon baik cepat,positive
cocok bantu,neutral
sih hapus pas ku masuk gagal lupa saldo hhabis semuaa tolong bantu atas,negative
kirim cepat rumah handphone lang kirim,positive
terima kasih buka,positive
transfer tapi tidak masuktransfer rugi rugi,negative
operasi mudah,positive
beli pulsa transaksi saldo tidak,negative
maling,neutral
mantap cepat,positive
semoga kedepen ofline biar transfer beli paket tidak mesti selular wifi saya ngalamin beli paket internet darurat,negative
kenapa sudah bisamohon bantu kak cs,neutral
kembali hasil masuk saldo kembali,positive
lawak iya isi pulsa suruh memenunggu hhabis panjang menitsudah kayak antri dipom bensinbedah linkaja gercep tidak cerita suruh memenunggu,negative
maaf kasih bintang sudah kecewa saya sulit upload ktp terus kemarin hasil upload ktp pas bayar menunggu otp sms smsy tolong kembang tolong baik cs juga tolong cepat tangan masalah terima kasih,negative
siiippppp,neutral
guna isi listrik kirim pulsa kuota kirim atm tidak bisa kirim hangus suruh lapor respon tunggu enggak kabar sampai hangus ribu jelek,negative
eazy mmbantu,neutral
pol,negative
semoga amanah,positive
coba ulang tidak buka juar,negative
email banget responnya banget aman,neutral
tolong hapus akun aplikasi pinjam tapiterima saldo rekening tapingechat diwa lunas bayar kredit diapps danapadahl belum terima peser punm tolong hapus,negative
oke makas,positive
bantu sekalimantap,negative
passwordy tidak jelasuang saya lagi bagaimana inilupa lakukansampai sekarang kg bisa kty tunggu sudah hari tungguin,negative
bantu mantap,positive
tahan pakai alas aman dari kemarin lapor sampai sekarang butuh telp,negative
berapa saldo melayangdan heker mngatas nama danadipaksa buat akun payletersehingga sebab beku saldo hilanginimnyalah,positive
transaksi hasil masuk rekening tuju lapor menunggu,positive
jelek banget aju keluh kirim rekening terima tuju transaksi hasil bayar gagal rekening kurang tangan lambat lapor aju kembali kirim terima kecewa,negative
cepat tidak pakai,negative
bagus scn qr galeri,negative
kasih bintang dapat fitur paylater,positive
hemat karena polcer,negative
gagal susah,negative
aplikasi sudah tidak ribett tidak kayak kemarin gampangaja,negative
kalau transfer kena admin mksudnya dipasin kalau pas sampai kan isi ulang kena admin kalau admin kasih isi ulang,negative
tidak bisa enggak mau muncul,negative
saya unduh karena gabut wsayasayag,negative
bagus sukses,positive
transfer bri sampai bangsad kecewa,negative
keren sih,neutral
koneksi putus,negative
kirem jamkendala lagiklau transfer perlu suruh menunggu ribet,negative
salebih gampang kirim kemanacuma fitur payleter enggak,positive
unduh tetap buka banyak unduhmbnya tetap tidak buka dukung,neutral
saya tidak ganti sandi pencet lupa mutarmutar terus sempe berjamjam sasaldo saya,negative
kasih jah,positive
kak terkadang tidak kaget,negative
tolong prosesudah tidak,negative
semoga amanah transaksi,positive
asik fres,positive
bayar lazada beku tahu salah tolong bantu,negative
terinstal tidak buka aplikasi,negative
bqgus,neutral
parah,negative
paya daftar gagal coba sajabikin keceway,negative
